Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency,Recommendation_Helpfulness,Rating_Accuracy,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction,Purchase_Frequency_Level,Cart_Completion_Frequency_Level,Customer_Segmentation,Cluster
2023/06/09 2:34:43 PM GMT+5:30,51,Prefer not to say,Multiple times a week,Clothing and Fashion,Multiple times a day,Filter,Multiple pages,3,Yes,Always,Found a better price elsewhere,Always,No,Never,No,1,Yes,2,4,Quick delivery,better app interface and lower shipping charges,609099,5,5,Frequent Shopper,0
2023/06/07 8:20:23 PM GMT+5:30,45,Prefer not to say,Less than once a month,Clothing and Fashion;Home and Kitchen,Few times a week,others,Multiple pages,4,Maybe,Sometimes,Found a better price elsewhere,Always,Yes,Heavily,Yes,4,Yes,2,3,Customer service,Irrelevant product suggestions,301062,1,3,Occasional Shopper,2
2023/06/08 5:23:08 PM GMT+5:30,18,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Few times a week,Keyword,Multiple pages,1,No,Often,High shipping costs,Always,No,Never,No,1,Sometimes,5,1,All the above,Scrolling option would be much better than going to next page,302092,3,4,Occasional Shopper,1
2023/06/11 11:04:55 PM GMT+5:30,38,Female,Less than once a month,Clothing and Fashion;Home and Kitchen,Multiple times a day,Filter,First page,1,No,Always,High shipping costs,Never,No,Moderately,Yes,3,Yes,5,1,Product recommendations,better app interface and lower shipping charges,144950,1,5,Occasional Shopper,1
2023/06/05 10:07:33 PM GMT+5:30,67,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Few times a month,others,First page,5,Maybe,Often,Changed my mind or no longer need the item,Never,No,Moderately,Yes,1,No,5,1,Customer service,Irrelevant product suggestions,856402,1,4,Occasional Shopper,1
2023/06/08 2:21:41 PM GMT+5:30,9,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Rarely,Filter,First page,5,No,Never,Found a better price elsewhere,Always,Yes,Never,Yes,2,No,4,3,Customer service,Quality of product is very poor according to the big offers,647571,5,1,Occasional Shopper,3
2023/06/08 5:28:47 PM GMT+5:30,67,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care,Few times a week,Keyword,First page,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Never,Sometimes,2,Yes,3,2,User-friendly website/app interface,Add more familiar brands to the list,348290,5,3,Occasional Shopper,3
2023/06/09 2:51:07 PM GMT+5:30,15,Male,Less than once a month,Home and Kitchen;others,Few times a week,Keyword,Multiple pages,1,No,Never,Found a better price elsewhere,Rarely,Yes,Rarely,No,4,Yes,2,4,.,Nothing,738622,1,1,Occasional Shopper,2
2023/06/11 11:03:34 PM GMT+5:30,44,Prefer not to say,Less than once a month,Beauty and Personal Care,Few times a month,Filter,Multiple pages,4,Maybe,Often,Found a better price elsewhere,Never,Yes,Moderately,Yes,4,Yes,3,2,Competitive prices,Product quality and accuracy,487524,1,4,Occasional Shopper,1
2023/06/11 11:15:03 PM GMT+5:30,34,Male,Few times a month,Clothing and Fashion;Home and Kitchen;others,Few times a month,Filter,Multiple pages,4,No,Often,others,Often,Yes,Heavily,Sometimes,1,No,5,4,User-friendly website/app interface,User interface of app,576557,3,4,Occasional Shopper,0
2023/06/06 10:36:14 AM GMT+5:30,40,Male,Once a week,Groceries and Gourmet Food,Rarely,categories,Multiple pages,3,No,Often,Changed my mind or no longer need the item,Rarely,Yes,Rarely,Yes,1,Sometimes,2,2,.,UI,688684,4,4,Occasional Shopper,3
2023/06/08 5:49:59 PM GMT+5:30,39,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Multiple times a day,categories,Multiple pages,1,Maybe,Sometimes,Changed my mind or no longer need the item,Never,No,Occasionally,Yes,1,No,2,2,Quick delivery,Nothing,285808,2,3,Occasional Shopper,1
2023/06/06 9:37:33 AM GMT+5:30,27,Female,Multiple times a week,Clothing and Fashion;others,Multiple times a day,Unknown,First page,5,Yes,Never,others,Sometimes,No,Occasionally,Yes,1,Yes,2,2,Product recommendations,Reducing packaging waste,566969,5,1,Occasional Shopper,3
2023/06/08 6:00:50 PM GMT+5:30,14,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Rarely,Keyword,Multiple pages,1,No,Never,others,Always,No,Heavily,Sometimes,3,Sometimes,3,1,Customer service,Shipping speed and reliability,845051,3,1,At Risk,1
2023/06/07 10:17:40 PM GMT+5:30,26,Prefer not to say,Few times a month,Groceries and Gourmet Food,Few times a month,categories,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Always,Yes,Never,Yes,3,Sometimes,2,1,All the above,Nil,239426,3,3,Occasional Shopper,1
2023/06/09 9:37:44 AM GMT+5:30,49,Others,Once a week,Clothing and Fashion;Home and Kitchen;others,Few times a week,Unknown,First page,1,Maybe,Often,others,Sometimes,No,Occasionally,Sometimes,3,Yes,3,5,Customer service,Add more familiar brands to the list,478666,4,4,Frequent Shopper,0
2023/06/08 5:17:10 PM GMT+5:30,64,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;others,Multiple times a day,categories,Multiple pages,4,No,Always,Found a better price elsewhere,Rarely,Yes,Moderately,Sometimes,1,Yes,1,3,Customer service,Product quality and accuracy,899475,5,5,Occasional Shopper,3
2023/06/09 2:34:43 PM GMT+5:30,60,Prefer not to say,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,categories,First page,5,Yes,Often,High shipping costs,Always,Yes,Heavily,No,5,Sometimes,5,3,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,305896,3,4,Occasional Shopper,0
2023/06/06 11:06:30 PM GMT+5:30,29,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Multiple times a day,others,Multiple pages,3,No,Often,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,5,Yes,2,3,.,No problems with Amazon,709369,4,4,Occasional Shopper,0
2023/06/06 7:46:27 PM GMT+5:30,3,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Multiple times a day,Keyword,Multiple pages,4,No,Sometimes,Changed my mind or no longer need the item,Often,Yes,Occasionally,No,1,No,4,2,All the above,I don't have any problem with Amazon,631096,4,3,Occasional Shopper,3
2023/06/07 10:39:21 PM GMT+5:30,42,Male,Once a week,Home and Kitchen,Few times a month,categories,Multiple pages,5,No,Sometimes,Changed my mind or no longer need the item,Sometimes,No,Heavily,Yes,1,Sometimes,1,3,Quick delivery,Scrolling option would be much better than going to next page,966200,4,3,Occasional Shopper,0
2023/06/04 10:13:28 PM GMT+5:30,26,Others,Multiple times a week,Home and Kitchen;others,Rarely,Unknown,First page,1,No,Rarely,others,Sometimes,No,Heavily,No,2,No,5,1,.,I don't have any problem with Amazon,920113,5,2,Occasional Shopper,3
2023/06/08 5:55:54 PM GMT+5:30,3,Prefer not to say,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Keyword,First page,2,No,Never,Found a better price elsewhere,Sometimes,No,Heavily,No,3,No,5,1,User-friendly website/app interface,UI,866009,3,1,At Risk,1
2023/06/07 6:31:23 PM GMT+5:30,44,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,others,Multiple pages,2,No,Often,others,Always,Yes,Never,No,2,Yes,4,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,548931,3,4,Occasional Shopper,0
2023/06/07 11:54:03 AM GMT+5:30,14,Female,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Filter,Multiple pages,4,No,Sometimes,others,Rarely,No,Heavily,Sometimes,2,No,3,4,Competitive prices,No problems with Amazon,792825,5,3,Frequent Shopper,0
2023/06/09 9:31:57 AM GMT+5:30,40,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Rarely,Keyword,First page,3,Maybe,Often,Changed my mind or no longer need the item,Never,No,Moderately,Sometimes,1,No,5,5,Customer service,I have no problem with Amazon yet. But others tell me about the refund issues,697205,3,4,Occasional Shopper,0
2023/06/10 2:40:34 PM GMT+5:30,11,Male,Less than once a month,Beauty and Personal Care;Home and Kitchen;others,Rarely,Filter,Multiple pages,1,Maybe,Sometimes,Found a better price elsewhere,Sometimes,No,Occasionally,Yes,3,Yes,3,4,Customer service,I don't have any problem with Amazon,432681,1,3,Occasional Shopper,2
2023/06/07 12:30:22 PM GMT+5:30,53,Male,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Few times a month,Filter,First page,2,Yes,Sometimes,others,Always,Yes,Moderately,No,5,Sometimes,5,1,Quick delivery,I don't have any problem with Amazon,116703,2,3,Occasional Shopper,1
2023/06/05 8:52:01 PM GMT+5:30,36,Others,Less than once a month,Home and Kitchen;others,Few times a week,Keyword,Multiple pages,4,No,Sometimes,High shipping costs,Rarely,Yes,Rarely,No,2,No,4,5,All the above,Quality of product is very poor according to the big offers,382036,1,3,Occasional Shopper,2
2023/06/06 10:07:39 AM GMT+5:30,8,Others,Multiple times a week,Beauty and Personal Care;others,Few times a week,Unknown,First page,5,No,Rarely,High shipping costs,Always,Yes,Moderately,Sometimes,1,Sometimes,2,4,Quick delivery,better app interface and lower shipping charges,411057,5,2,Frequent Shopper,0
2023/06/06 9:39:32 AM GMT+5:30,66,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion,Rarely,categories,Multiple pages,2,No,Sometimes,Found a better price elsewhere,Always,No,Never,Yes,3,Yes,2,4,Competitive prices,Quality of product is very poor according to the big offers,386779,1,3,Occasional Shopper,2
2023/06/11 10:45:34 PM GMT+5:30,14,Male,Once a month,Clothing and Fashion,Few times a week,Unknown,First page,2,No,Often,High shipping costs,Rarely,No,Moderately,Sometimes,1,Yes,5,4,Quick delivery,Irrelevant product suggestions,333426,2,4,Occasional Shopper,2
2023/06/05 10:08:15 PM GMT+5:30,27,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Rarely,Filter,Multiple pages,3,No,Rarely,Found a better price elsewhere,Never,Yes,Moderately,Yes,3,Sometimes,4,3,Quick delivery,Quality of product is very poor according to the big offers,204675,4,2,Occasional Shopper,0
2023/06/08 3:24:37 AM GMT+5:30,44,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Few times a month,categories,Multiple pages,1,No,Sometimes,High shipping costs,Always,Yes,Moderately,Sometimes,2,Yes,1,3,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues,665380,3,3,Occasional Shopper,0
2023/06/04 2:30:44 PM GMT+5:30,62,Others,Few times a month,Home and Kitchen;others,Few times a week,Filter,First page,2,No,Sometimes,others,Sometimes,No,Occasionally,Sometimes,4,Sometimes,2,2,All the above,Customer service responsiveness,111521,3,3,Occasional Shopper,1
2023/06/11 11:06:52 PM GMT+5:30,42,Prefer not to say,Once a month,Beauty and Personal Care;Clothing and Fashion,Rarely,others,Multiple pages,1,Yes,Rarely,High shipping costs,Sometimes,No,Never,Sometimes,3,No,4,1,Competitive prices,Add more familiar brands to the list,645432,2,2,Occasional Shopper,1
2023/06/06 7:11:46 PM GMT+5:30,48,Male,Multiple times a week,Clothing and Fashion;others,Multiple times a day,categories,Multiple pages,1,Maybe,Often,Found a better price elsewhere,Rarely,No,Never,Sometimes,5,Sometimes,4,5,Wide product selection,Scrolling option would be much better than going to next page,575028,5,4,Frequent Shopper,0
2023/06/07 10:57:14 AM GMT+5:30,19,Prefer not to say,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Multiple times a day,others,Multiple pages,5,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Occasionally,Yes,1,No,5,4,Quick delivery,Add more familiar brands to the list,756719,4,5,Frequent Shopper,0
2023/06/07 9:35:08 PM GMT+5:30,26,Others,Multiple times a week,Home and Kitchen,Few times a month,others,First page,4,No,Always,Changed my mind or no longer need the item,Always,No,Moderately,No,5,Yes,1,1,Customer service,Nothing,263437,5,5,Occasional Shopper,3
2023/06/07 9:21:50 PM GMT+5:30,47,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Rarely,categories,Multiple pages,4,Yes,Never,others,Sometimes,No,Occasionally,No,2,Yes,4,5,All the above,User interface,770579,3,1,Occasional Shopper,0
2023/06/12 9:57:20 PM GMT+5:30,5,Male,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a week,categories,First page,3,No,Always,Found a better price elsewhere,Often,No,Never,Sometimes,3,No,2,4,Product recommendations,Scrolling option would be much better than going to next page,440242,1,5,Occasional Shopper,2
2023/06/05 2:10:33 PM GMT+5:30,14,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a month,Keyword,First page,4,No,Often,Found a better price elsewhere,Often,Yes,Never,Sometimes,3,No,1,5,Wide product selection,better app interface and lower shipping charges,753442,2,4,Occasional Shopper,2
2023/06/12 4:02:02 PM GMT+5:30,62,Female,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Multiple times a day,others,First page,1,Yes,Often,Found a better price elsewhere,Often,Yes,Never,No,2,No,3,1,Customer service,Nil,492237,5,4,Occasional Shopper,3
2023/06/05 1:54:28 PM GMT+5:30,4,Female,Few times a month,others,Rarely,others,Multiple pages,3,No,Never,others,Always,No,Never,Yes,1,Yes,2,5,.,Nil,582033,3,1,Occasional Shopper,0
2023/06/04 10:24:47 PM GMT+5:30,64,Male,Less than once a month,Clothing and Fashion;others,Few times a month,others,First page,2,Maybe,Never,High shipping costs,Often,No,Moderately,Sometimes,4,Yes,3,4,Product recommendations,.,390010,1,1,Occasional Shopper,2
2023/06/12 2:51:24 PM GMT+5:30,58,Prefer not to say,Multiple times a week,Home and Kitchen,Rarely,others,First page,1,Maybe,Rarely,Found a better price elsewhere,Never,No,Never,Sometimes,1,No,5,5,Product recommendations,I don't have any problem with Amazon,659560,5,2,Frequent Shopper,0
2023/06/06 7:19:43 PM GMT+5:30,11,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Rarely,Keyword,Multiple pages,5,Yes,Often,others,Often,Yes,Occasionally,No,5,Sometimes,1,3,Quick delivery,User interface,143037,4,4,Occasional Shopper,0
2023/06/11 10:51:27 PM GMT+5:30,51,Female,Few times a month,Beauty and Personal Care;Home and Kitchen;others,Rarely,Keyword,Multiple pages,1,Maybe,Always,Changed my mind or no longer need the item,Sometimes,Yes,Never,No,4,Sometimes,4,2,Competitive prices,Product quality and accuracy,313225,3,5,Occasional Shopper,1
2023/06/09 10:26:01 AM GMT+5:30,59,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a month,Filter,Multiple pages,5,No,Rarely,Changed my mind or no longer need the item,Rarely,Yes,Never,Yes,2,No,1,5,User-friendly website/app interface,better app interface and lower shipping charges,763226,1,2,Occasional Shopper,2
2023/06/08 3:32:42 AM GMT+5:30,49,Female,Once a month,Clothing and Fashion,Multiple times a day,Filter,Multiple pages,1,Yes,Sometimes,Changed my mind or no longer need the item,Rarely,No,Moderately,Sometimes,5,No,1,1,Customer service,No problems with Amazon,969606,2,3,Occasional Shopper,1
2023/06/06 10:46:31 AM GMT+5:30,43,Others,Few times a month,Beauty and Personal Care;Clothing and Fashion;others,Few times a week,categories,Multiple pages,1,Maybe,Never,Found a better price elsewhere,Rarely,Yes,Never,No,3,Sometimes,1,1,Customer service,I don't have any problem with Amazon,263717,3,1,At Risk,1
2023/06/05 8:44:09 PM GMT+5:30,9,Male,Once a week,Beauty and Personal Care;others,Multiple times a day,Filter,Multiple pages,2,Maybe,Sometimes,Found a better price elsewhere,Never,No,Never,Yes,4,Sometimes,5,5,All the above,Product quality and accuracy,989561,4,3,Frequent Shopper,0
2023/06/06 6:37:26 PM GMT+5:30,7,Prefer not to say,Multiple times a week,Clothing and Fashion,Rarely,Filter,Multiple pages,4,Maybe,Rarely,High shipping costs,Never,Yes,Rarely,No,3,Yes,2,5,Wide product selection,Quality of product is very poor according to the big offers,446526,5,2,Frequent Shopper,0
2023/06/09 2:49:20 PM GMT+5:30,65,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Keyword,First page,4,Yes,Rarely,High shipping costs,Sometimes,Yes,Heavily,Yes,5,Sometimes,3,4,All the above,Scrolling option would be much better than going to next page,268699,4,2,Frequent Shopper,0
2023/06/08 5:34:27 PM GMT+5:30,63,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a month,Keyword,Multiple pages,4,Yes,Never,Found a better price elsewhere,Rarely,Yes,Heavily,Yes,4,Yes,5,2,User-friendly website/app interface,Shipping speed and reliability,690024,5,1,Occasional Shopper,3
2023/06/07 6:20:00 PM GMT+5:30,6,Female,Multiple times a week,Groceries and Gourmet Food;Home and Kitchen;others,Multiple times a day,categories,First page,5,Maybe,Often,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,Sometimes,3,No,5,2,Quick delivery,User interface of app,317698,5,4,Occasional Shopper,3
2023/06/07 9:19:23 AM GMT+5:30,11,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;others,Rarely,Filter,First page,3,Yes,Sometimes,High shipping costs,Never,Yes,Rarely,Yes,1,No,3,1,Customer service,Reducing packaging waste,583111,2,3,Occasional Shopper,1
2023/06/08 5:38:01 PM GMT+5:30,11,Others,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Rarely,Filter,Multiple pages,4,Maybe,Never,others,Never,Yes,Never,No,3,Sometimes,3,2,Wide product selection,No problems with Amazon,251069,1,1,Occasional Shopper,1
2023/06/07 9:53:52 PM GMT+5:30,23,Prefer not to say,Few times a month,Beauty and Personal Care;others,Few times a week,Unknown,First page,2,Yes,Always,others,Sometimes,No,Never,No,1,Sometimes,5,3,Wide product selection,Reducing packaging waste,362972,3,5,Occasional Shopper,0
2023/06/04 11:24:41 PM GMT+5:30,62,Prefer not to say,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a month,Keyword,Multiple pages,5,Yes,Never,others,Rarely,Yes,Occasionally,No,4,Yes,3,4,Competitive prices,Customer service responsiveness,894541,1,1,Occasional Shopper,2
2023/06/09 12:22:47 PM GMT+5:30,62,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Rarely,Keyword,Multiple pages,4,No,Rarely,Found a better price elsewhere,Sometimes,Yes,Heavily,No,5,No,1,2,.,Add more familiar brands to the list,368853,5,2,Occasional Shopper,3
2023/06/09 4:28:58 PM GMT+5:30,16,Male,Less than once a month,others,Multiple times a day,others,Multiple pages,1,Maybe,Always,Found a better price elsewhere,Sometimes,No,Occasionally,No,2,No,1,3,Product recommendations,User interface of app,435727,1,5,Occasional Shopper,2
2023/06/08 5:39:57 PM GMT+5:30,22,Others,Once a month,Groceries and Gourmet Food;Clothing and Fashion,Few times a week,categories,Multiple pages,4,No,Always,High shipping costs,Always,Yes,Occasionally,Yes,4,No,4,1,Customer service,Reducing packaging waste,304520,2,5,Occasional Shopper,1
2023/06/05 2:21:37 PM GMT+5:30,18,Others,Once a week,others,Multiple times a day,Keyword,First page,1,No,Sometimes,Found a better price elsewhere,Always,No,Never,No,4,Sometimes,4,2,Product recommendations,I don't have any problem with Amazon,873144,4,3,Occasional Shopper,3
2023/06/04 10:37:00 PM GMT+5:30,27,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Few times a month,Filter,First page,2,No,Often,others,Always,Yes,Rarely,Yes,5,No,3,2,Wide product selection,Add more familiar brands to the list,265678,3,4,Occasional Shopper,1
2023/06/08 6:00:50 PM GMT+5:30,8,Others,Once a month,Clothing and Fashion,Rarely,Unknown,First page,4,Yes,Sometimes,High shipping costs,Always,No,Heavily,No,4,Sometimes,2,1,Competitive prices,I don't have any problem with Amazon,310622,2,3,Occasional Shopper,1
2023/06/09 2:51:07 PM GMT+5:30,48,Male,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Rarely,categories,First page,2,Yes,Often,High shipping costs,Often,No,Rarely,No,4,Sometimes,2,4,Customer service,Irrelevant product suggestions,746082,4,4,Frequent Shopper,0
2023/06/11 10:48:27 PM GMT+5:30,41,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Few times a month,Unknown,First page,1,No,Sometimes,Found a better price elsewhere,Never,Yes,Occasionally,No,1,No,2,1,.,User interface of app,316091,4,3,Occasional Shopper,3
2023/06/07 2:09:49 PM GMT+5:30,37,Others,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Rarely,Keyword,First page,5,Maybe,Rarely,others,Never,Yes,Never,No,2,Sometimes,5,1,Wide product selection,I don't have any problem with Amazon,754537,2,2,Occasional Shopper,1
2023/06/11 11:21:30 PM GMT+5:30,65,Male,Less than once a month,Groceries and Gourmet Food;Home and Kitchen;others,Few times a month,Filter,Multiple pages,1,Maybe,Sometimes,others,Often,No,Rarely,No,3,Sometimes,2,3,Quick delivery,Add more familiar brands to the list,984441,1,3,Occasional Shopper,2
2023/06/09 10:26:26 AM GMT+5:30,24,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Few times a week,categories,Multiple pages,5,Maybe,Sometimes,High shipping costs,Never,Yes,Occasionally,No,4,Sometimes,4,3,Customer service,No problems with Amazon,448992,4,3,Occasional Shopper,0
2023/06/08 5:40:49 PM GMT+5:30,55,Others,Few times a month,Groceries and Gourmet Food;Clothing and Fashion;others,Few times a week,others,First page,4,Yes,Sometimes,High shipping costs,Rarely,Yes,Occasionally,No,3,No,5,1,Customer service,Customer service responsiveness,387531,3,3,Occasional Shopper,1
2023/06/11 10:54:33 PM GMT+5:30,10,Female,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,Filter,First page,2,Maybe,Often,Found a better price elsewhere,Often,No,Heavily,Yes,1,No,3,5,Wide product selection,Irrelevant product suggestions,136586,4,4,Frequent Shopper,0
2023/06/07 10:44:42 PM GMT+5:30,66,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Keyword,First page,4,Yes,Sometimes,others,Rarely,Yes,Occasionally,Yes,2,Sometimes,2,5,Wide product selection,Scrolling option would be much better than going to next page,916111,1,3,Occasional Shopper,2
2023/06/07 9:22:24 PM GMT+5:30,36,Others,Multiple times a week,Clothing and Fashion;others,Few times a week,categories,First page,1,No,Rarely,others,Rarely,No,Occasionally,Yes,3,No,3,3,Product recommendations,Shipping speed and reliability,978909,5,2,Occasional Shopper,3
2023/06/07 11:47:07 AM GMT+5:30,26,Female,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Few times a month,others,Multiple pages,5,Maybe,Always,others,Often,Yes,Rarely,No,1,Sometimes,3,4,Product recommendations,User interface,910488,1,5,Occasional Shopper,2
2023/06/05 4:50:44 PM GMT+5:30,26,Female,Once a week,Groceries and Gourmet Food;Clothing and Fashion;others,Multiple times a day,categories,First page,1,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Heavily,Yes,2,No,1,2,Customer service,Scrolling option would be much better than going to next page,791591,4,4,Occasional Shopper,3
2023/06/05 8:52:01 PM GMT+5:30,67,Female,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Multiple times a day,others,Multiple pages,2,No,Often,Found a better price elsewhere,Often,Yes,Moderately,Sometimes,1,Yes,2,5,Competitive prices,Quality of product is very poor according to the big offers,846747,2,4,Occasional Shopper,2
2023/06/09 10:59:38 AM GMT+5:30,21,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Multiple times a day,others,Multiple pages,4,Yes,Rarely,Found a better price elsewhere,Sometimes,Yes,Rarely,Sometimes,5,Yes,1,4,Customer service,User interface,878705,3,2,Occasional Shopper,0
2023/06/11 11:04:55 PM GMT+5:30,60,Female,Less than once a month,Clothing and Fashion;others,Multiple times a day,Filter,First page,5,Yes,Sometimes,Found a better price elsewhere,Sometimes,Yes,Heavily,Yes,1,Yes,4,5,All the above,Nothing,867846,1,3,Occasional Shopper,2
2023/06/05 10:36:38 AM GMT+5:30,61,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Few times a month,Unknown,Multiple pages,1,No,Always,High shipping costs,Sometimes,Yes,Rarely,Yes,4,No,2,3,Customer service,No problems with Amazon,203149,1,5,Occasional Shopper,2
2023/06/08 5:29:01 PM GMT+5:30,38,Female,Once a week,Beauty and Personal Care;others,Multiple times a day,others,Multiple pages,3,Yes,Often,High shipping costs,Often,No,Occasionally,No,3,Yes,2,2,Customer service,Shipping speed and reliability,252447,4,4,Occasional Shopper,3
2023/06/08 9:16:26 AM GMT+5:30,62,Prefer not to say,Less than once a month,Beauty and Personal Care;Home and Kitchen,Multiple times a day,Unknown,First page,5,Yes,Often,Found a better price elsewhere,Often,Yes,Occasionally,Yes,5,Yes,3,3,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues,609886,1,4,Occasional Shopper,2
2023/06/07 3:08:03 AM GMT+5:30,65,Others,Few times a month,others,Few times a week,Unknown,First page,4,Yes,Never,High shipping costs,Never,Yes,Rarely,Yes,2,Sometimes,2,2,Product recommendations,Nil,998128,3,1,Occasional Shopper,1
2023/06/08 5:45:08 PM GMT+5:30,55,Male,Few times a month,Groceries and Gourmet Food,Few times a week,others,First page,1,No,Often,Changed my mind or no longer need the item,Sometimes,Yes,Never,Sometimes,1,No,4,2,All the above,Customer service responsiveness,812159,3,4,Occasional Shopper,1
2023/06/09 3:17:31 PM GMT+5:30,27,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Few times a week,Keyword,First page,2,Yes,Rarely,High shipping costs,Often,No,Rarely,No,1,Sometimes,5,4,Wide product selection,Add more familiar brands to the list,306127,5,2,Frequent Shopper,0
2023/06/05 9:56:08 PM GMT+5:30,67,Female,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;others,Rarely,Unknown,First page,2,Yes,Sometimes,others,Always,Yes,Rarely,Yes,4,Sometimes,1,5,Customer service,Nil,180336,1,3,Occasional Shopper,2
2023/06/07 9:20:34 AM GMT+5:30,47,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care,Rarely,Keyword,Multiple pages,4,Yes,Always,High shipping costs,Never,No,Never,Yes,1,Yes,3,5,Quick delivery,Irrelevant product suggestions,528616,4,5,Frequent Shopper,0
2023/06/06 9:59:35 AM GMT+5:30,31,Others,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Rarely,Filter,First page,1,Yes,Always,Changed my mind or no longer need the item,Never,Yes,Heavily,No,2,No,2,1,Customer service,I don't have any problem with Amazon,720515,2,5,Occasional Shopper,1
2023/06/08 3:26:38 AM GMT+5:30,61,Female,Few times a month,Groceries and Gourmet Food;Home and Kitchen,Few times a month,others,Multiple pages,4,Maybe,Often,others,Never,No,Occasionally,Sometimes,1,No,2,3,Quick delivery,User interface of app,449446,3,4,Occasional Shopper,0
